[0.89298254],[0.87599784],[0.8666794],[0.8571541],[0.85541123],[0.8552182],[0.84746605],[0.8366225],[0.8375085],[0.83128285],[0.8336144],[0.82673305],[0.8279292],[0.83095354],[0.8232014],[0.8179952],[0.81267637],[0.80889034],[0.81246555],[0.80768496],[0.8057976],[0.7952214],[0.8016231],[0.80166966],[0.7933698],[0.79081714],[0.79747176],[0.7972508],[0.7885163],[0.7855264],[0.7810934],[0.7807924],[0.7810647],[0.7719627],[0.7679281],[0.76944476],[0.7673474],[0.76428187],[0.76865584],[0.7705223],[0.76744473],[0.7642398],[0.76567304],[0.7628159],[0.7627646],[0.75431794],[0.74983805],[0.75055146],[0.74978256],[0.74024844],[0.746415],[0.746355],[0.7396422],[0.7428405],[0.73671323],[0.74019986],[0.73941135],[0.7425175],[0.72878885],[0.7305486],[0.73010397],[0.7317934],[0.7255909],[0.7235157],[0.72093016],[0.7226192],[0.7214254],[0.71935534],[0.72000414],[0.71710986],[0.7169557],[0.71571004],[0.7126099],[0.71499497],[0.7092748],[0.7188862],[0.70353633],[0.7029931],[0.69980294],[0.69727707],[0.70463],[0.6984757],[0.6980308],[0.70207304],[0.694415],[0.6983273],[0.69765747],[0.7014209],[0.69216347],[0.69105893],[0.68932897],[0.69487077],[0.6935497],[0.69521284],[0.6922271],[0.6873129],[0.6851623],[0.67203087],[0.6824831],[0.6867612],[0.6798793],[0.67806953],[0.6792942],[0.6804134],[0.67569184],[0.67760384],[0.670255],[0.670372],[0.668787],[0.6632315],[0.66349983],[0.67277044],[0.6685242],[0.6635031],[0.66931045],[0.6649611],[0.6596826],[0.66391325],[0.6694256],[0.66528386],[0.65936476],[0.661276],[0.66266793],[0.6645992],[0.65837044],[0.6547804],[0.6603963],[0.64838505],[0.64777195],[0.64639944],[0.65297246],[0.6499447],[0.6504448],[0.64668137],[0.64093536],[0.6416509],[0.63995737],[0.6329958],[0.6360694],[0.62879443],[0.63548493],[0.62748677],[0.6343987],[0.630278],[0.63948643],[0.6355136],[0.63470274],[0.62681705],[0.632914],[0.6241009],[0.63252085],[0.62472653],[0.6249037],[0.62824434],[0.6265796],[0.62625813],[0.6249697],[0.6329608],[0.6120538],[0.6214759],[0.6250197],[0.62657756],[0.6175072],[0.62082624],[0.620881],[0.6197114],[0.6118386],[0.6141241],[0.613163],[0.61115795],[0.61232847],[0.616717],[0.6139421],[0.6109981],[0.60373795],[0.6088558],[0.61206317],[0.60393584],[0.603513],[0.5985553],[0.5957291],[0.5990901],[0.6045135],[0.6025581],[0.5972265],[0.5979559],[0.5881222],[0.5931403],[0.59365165],[0.59562284],[0.59163576],[0.5959284],[0.59727156],[0.588581],[0.590792],[0.5852702],[0.59011114],[0.58582455],[0.58514756],[0.5864706]
[0.36575186252593994],[0.44072428345680237],[0.5270847678184509],[0.5882828235626221],[0.6346095204353333],[0.6708047389984131],[0.6864955425262451],[0.7056092023849487],[0.7074041366577148],[0.7340272068977356],[0.6951261162757874],[0.712214469909668],[0.7398387789726257],[0.7513561248779297],[0.7318519949913025],[0.7462839484214783],[0.7458903193473816],[0.7263088226318359],[0.7231987118721008],[0.7225603461265564],[0.7464432716369629],[0.7295801043510437],[0.7322787642478943],[0.7329251170158386],[0.7040199041366577],[0.7204874157905579],[0.7435232400894165],[0.7301801443099976],[0.7369875311851501],[0.7253992557525635],[0.746894121170044],[0.7348833680152893],[0.7202211618423462],[0.7088800072669983],[0.6970235705375671],[0.7063143849372864],[0.7204492688179016],[0.6993313431739807],[0.7388549447059631],[0.7112637758255005],[0.7082534432411194],[0.7015329003334045],[0.732572615146637],[0.7212274074554443],[0.7166144251823425],[0.7154656648635864],[0.6944584846496582],[0.6987043023109436],[0.7228384613990784],[0.7003272771835327],[0.6973617672920227],[0.7382639050483704],[0.6992162466049194],[0.6930005550384521],[0.6776294708251953],[0.7039601802825928],[0.6772919297218323],[0.7060448527336121],[0.716687023639679],[0.6997936367988586],[0.700943112373352],[0.680287778377533],[0.6948691606521606],[0.6983931660652161],[0.6783402562141418],[0.706906795501709],[0.7031341195106506],[0.684328556060791],[0.6743168830871582],[0.6739925742149353],[0.7089371681213379],[0.6828575730323792],[0.6769198179244995],[0.690874457359314],[0.6815342903137207],[0.6825231909751892],[0.6938326358795166],[0.686151385307312],[0.6702542304992676],[0.677935779094696],[0.6772552728652954],[0.688747227191925],[0.6785681843757629],[0.6888984441757202],[0.6548250913619995],[0.6620554327964783],[0.7009506225585938],[0.6933022141456604],[0.6516578793525696],[0.6781257390975952],[0.6603590250015259],[0.6789634823799133],[0.6656110286712646],[0.7009391784667969],[0.6624125838279724],[0.6845971345901489],[0.6644989848136902],[0.6538481116294861],[0.6663249731063843],[0.6746605634689331],[0.6569339036941528],[0.6741195917129517],[0.6884762644767761],[0.6650993824005127],[0.646975040435791],[0.669642984867096],[0.6602942943572998],[0.6698783040046692],[0.6777592301368713],[0.6511155962944031],[0.6595578789710999],[0.6609094142913818],[0.6408325433731079],[0.643368124961853],[0.648002028465271],[0.6444934010505676],[0.6668481230735779],[0.6186501979827881],[0.6679539680480957],[0.6677688360214233],[0.6435345411300659],[0.6482558846473694],[0.6593725681304932],[0.6493884921073914],[0.636640727519989],[0.6315649151802063],[0.6469365358352661],[0.6224153637886047],[0.6439428329467773],[0.6572203040122986],[0.6443479061126709],[0.6576905250549316],[0.645637571811676],[0.6367987394332886],[0.6341220736503601],[0.6486529111862183],[0.6320304870605469],[0.6379023194313049],[0.6477897763252258],[0.628383994102478],[0.6390634775161743],[0.6219452619552612],[0.6522367000579834],[0.6357842087745667],[0.6307154893875122],[0.6321437358856201],[0.6098126173019409],[0.6204283237457275],[0.6304872035980225],[0.6300612688064575],[0.6275141835212708],[0.6473655104637146],[0.6226346492767334],[0.606221079826355],[0.5898472666740417],[0.5893096923828125],[0.6157026290893555],[0.6391738057136536],[0.6015334725379944],[0.6063166856765747],[0.6154072880744934],[0.5979790687561035],[0.6193529963493347],[0.6315909028053284],[0.636785089969635],[0.6151888966560364],[0.604892909526825],[0.5903578996658325],[0.6271306872367859],[0.611644446849823],[0.6092420816421509],[0.6057723760604858],[0.6158901453018188],[0.6099780201911926],[0.6071335077285767],[0.592994749546051],[0.6045436263084412],[0.6071684956550598],[0.5973494648933411],[0.5948820114135742],[0.5967590808868408],[0.59722900390625],[0.5917750597000122],[0.6010331511497498],[0.6125708222389221],[0.5868359804153442],[0.6066998243331909],[0.6154866218566895],[0.5913763046264648],[0.6077286601066589],[0.5927292108535767],[0.5907085537910461],[0.5843380093574524],[0.6019158959388733],[0.6177495718002319],[0.5904815793037415],[0.5961089134216309],[0.6070472598075867],[0.598076343536377],[0.5841335654258728]
[0.831643095722905],[0.7552429548016301],[0.722724602178291],[0.6994393953570613],[0.6937630927121198],[0.6844056127247987],[0.6720113897765124],[0.6619288501916109],[0.6576739869735859],[0.652033277131893],[0.6488259125638891],[0.6435977949036492],[0.6420483820968204],[0.6427440124529379],[0.6326228181521097],[0.6279125897972672],[0.6242556737528907],[0.6203804402439682],[0.6216711633735232],[0.6197161575158437],[0.6143007973829905],[0.6083654165267944],[0.610303627120124],[0.6096079294328336],[0.6040058577502215],[0.6037285361025069],[0.6062722272343106],[0.6029845614124227],[0.5966470103572916],[0.5944077063489843],[0.5942089513496116],[0.5914409414485648],[0.5913048320346408],[0.5846797625223795],[0.5803068340928467],[0.5813451657692591],[0.5819352351956897],[0.5765119642019272],[0.5844906099416591],[0.5808536515191749],[0.5784213410483466],[0.5741684729302371],[0.5780726345600905],[0.5704965321002183],[0.5741735266314613],[0.5665637343018143],[0.5626722110642327],[0.5642470993377544],[0.5654186976176722],[0.5561085299209312],[0.5613580627573861],[0.5622680573551743],[0.5545084448876204],[0.5589330196380615],[0.5537770688533783],[0.5563456471319552],[0.553933095048975],[0.5552209521885272],[0.5474772215993317],[0.5477980413922557],[0.5446445241018578],[0.5466098824033031],[0.5431566503312852],[0.5447799298498366],[0.5399915796739084],[0.5434930208656523],[0.5384529133637747],[0.5378328517631248],[0.5369328928214533],[0.5347749187990471],[0.5377640453753648],[0.5340119064958008],[0.5299246658881506],[0.5344897056067431],[0.5287909115906115],[0.5373030133821346],[0.5224492892071053],[0.5230480542889347],[0.5227295618366312],[0.5176005545589659],[0.5255766400584468],[0.5192225260867013],[0.5204993260127527],[0.523814504897153],[0.5133162941093798],[0.5175164446786598],[0.5204670247104433],[0.520589335097207],[0.5122740467389425],[0.5123356514506869],[0.5106245704271175],[0.5163461703945089],[0.5140053712659411],[0.5135948619356862],[0.5123193120514905],[0.5061725631908134],[0.5054459914013192],[0.4976764277175621],[0.5049588956214763],[0.5077650502875999],[0.502534920418704],[0.5013319347743634],[0.5013343857394325],[0.5018801054468861],[0.49881105732034753],[0.49893997995941725],[0.49312218913325556],[0.4955682611023938],[0.4908484943487026],[0.4851346269801811],[0.492217923755999],[0.495348682558095],[0.49105392341260556],[0.48612446586290997],[0.49352412864013956],[0.4879128645967554],[0.4859115166796578],[0.4847809385370325],[0.48904816695937403],[0.4887064579460356],[0.48150429460737443],[0.4872729380925496],[0.4837772575793443],[0.4862038509713279],[0.479114082676393],[0.4820792575677236],[0.48377328283256954],[0.4705586311993776],[0.47355450965740065],[0.47381251829641835],[0.4753479841682646],[0.4761918783187866],[0.47586383311836805],[0.4714433749516805],[0.4653943164481057],[0.46725796935734926],[0.4669257076802077],[0.46086282862557304],[0.46406951049963635],[0.45945364567968583],[0.46407806707753074],[0.4569447410327417],[0.463937865363227],[0.45829856395721436],[0.4687806423063631],[0.4602456412933491],[0.4614102785234098],[0.45262515876028275],[0.4612276217451802],[0.45421709727357934],[0.46030196492318753],[0.45431067380640244],[0.45566121240456897],[0.45565178438469217],[0.4522518570776339],[0.4558581268345868],[0.45270070488806124],[0.46129601090042677],[0.43800995581679875],[0.4519212582597026],[0.4504560171454041],[0.45383545645961054],[0.44537624275242843],[0.4486638130965056],[0.44931325040481707],[0.44646930749769564],[0.44006585357365785],[0.4445923450920317],[0.44425107373131645],[0.44029670236287294],[0.44414276546902126],[0.44534755691334055],[0.4427062775249834],[0.44128042735435347],[0.434228429639781],[0.440649355451266],[0.4420951924942158],[0.43437513433120867],[0.4336868601816672],[0.4286933778612702],[0.43033692902988857],[0.4325457916215614],[0.4362756135287108],[0.4332290104141942],[0.43131396560757246],[0.43008841960518446],[0.4220651007360882],[0.42813481942371084],[0.4256589186412317],[0.4279073244995541],[0.4252545695613932],[0.4300365282429589],[0.42895685688213064],[0.42113277150524986],[0.42812607409777464],[0.416802027159267],[0.4268564819185822],[0.4201294862561756],[0.4192363652918074],[0.4216567051631433]
[1.138348937034607],[1.0057638883590698],[0.75015789270401],[0.7242947816848755],[0.6552316546440125],[0.40794143080711365],[0.42852795124053955],[0.6142972111701965],[0.4775319993495941],[0.39651983976364136],[0.7056630253791809],[0.5509448051452637],[0.566967248916626],[0.43826645612716675],[0.5019899010658264],[0.5133885741233826],[0.5509982705116272],[0.4753742218017578],[0.5111859440803528],[0.5288151502609253],[0.4668334424495697],[0.4041529893875122],[0.49887797236442566],[0.5275576710700989],[0.48011037707328796],[0.42227110266685486],[0.6428728103637695],[0.7251971364021301],[0.39380374550819397],[0.4458657205104828],[0.41785088181495667],[0.6541028022766113],[0.5559285879135132],[0.36883482336997986],[0.47056394815444946],[0.6229678988456726],[0.5182445645332336],[0.42607349157333374],[0.45107200741767883],[0.5879688858985901],[0.43627625703811646],[0.3717687726020813],[0.5792239904403687],[0.43971920013427734],[0.3906404972076416],[0.5052508115768433],[0.40560486912727356],[0.6203150153160095],[0.6263648867607117],[0.5134648084640503],[0.39722853899002075],[0.46318453550338745],[0.6577556133270264],[0.4149492383003235],[0.7046781778335571],[0.4142078459262848],[0.3629509508609772],[0.4835050404071808],[0.43490511178970337],[0.5801893472671509],[0.5908879637718201],[0.5258058309555054],[0.5628690719604492],[0.49216970801353455],[0.36312124133110046],[0.36253875494003296],[0.45399051904678345],[0.5559833645820618],[0.3779437243938446],[0.36298245191574097],[0.47715216875076294],[0.4005761742591858],[0.5399034023284912],[0.5461326837539673],[0.48069971799850464],[0.5600166916847229],[0.6334500312805176],[0.5139464735984802],[0.43934088945388794],[0.5317505598068237],[0.45991837978363037],[0.5854012966156006],[0.3574274480342865],[0.4125262200832367],[0.4977630078792572],[0.5211912989616394],[0.5164504051208496],[0.43627071380615234],[0.5395617485046387],[0.4862036406993866],[0.45515745878219604],[0.44682133197784424],[0.33002036809921265],[0.45991769433021545],[0.7645524144172668],[0.5683392286300659],[0.33413153886795044],[0.3312869071960449],[0.3410034775733948],[0.47130489349365234],[0.5977810621261597],[0.4623125195503235],[0.34950461983680725],[0.3906062841415405],[0.5300394296646118],[0.4288084805011749],[0.3888916075229645],[0.5787484645843506],[0.352771520614624],[0.35139724612236023],[0.4887048006057739],[0.46310141682624817],[0.43078458309173584],[0.4663536250591278],[0.6399950981140137],[0.34175559878349304],[0.5950357913970947],[0.3419525921344757],[0.4691046476364136],[0.6668562889099121],[0.3898514211177826],[0.45298847556114197],[0.408426433801651],[0.44610583782196045],[0.41463449597358704],[0.41855525970458984],[0.5422096252441406],[0.3172423839569092],[0.43266159296035767],[0.42551305890083313],[0.34835284948349],[0.33102139830589294],[0.41564783453941345],[0.362857460975647],[0.44820183515548706],[0.44240352511405945],[0.47664788365364075],[0.39889323711395264],[0.30363401770591736],[0.6820347309112549],[0.3053467869758606],[0.3375602066516876],[0.4922623038291931],[0.4690963625907898],[0.3530057966709137],[0.3964252471923828],[0.3198998272418976],[0.5335994958877563],[0.5585342049598694],[0.6989120244979858],[0.4919779598712921],[0.32428088784217834],[0.4107115566730499],[0.28533583879470825],[0.2802903950214386],[0.44136446714401245],[0.6588913798332214],[0.6894910335540771],[0.37937021255493164],[0.5590944886207581],[0.7041308283805847],[0.3406732976436615],[0.5881041288375854],[0.5227828621864319],[0.3783535361289978],[0.48277121782302856],[0.2977195978164673],[0.3614926338195801],[0.29892343282699585],[0.4323195219039917],[0.3637963533401489],[0.3403961658477783],[0.9135870337486267],[0.3770562708377838],[0.6236865520477295],[0.34239673614501953],[0.46410712599754333],[0.25042006373405457],[0.3153911530971527],[0.43257370591163635],[0.555916965007782],[0.31234636902809143],[0.342899888753891],[0.4841679632663727],[0.4048421084880829],[0.2401031106710434],[0.2858768701553345],[0.7134332060813904],[0.4156035780906677],[0.3461668789386749],[0.3808344602584839],[0.8372343182563782],[0.6536741852760315],[0.5119115710258484],[0.5061655640602112],[0.8085373044013977],[0.29033520817756653],[0.5663736462593079],[0.37326866388320923],[0.29347142577171326]
