[0.84247637],[0.7817156],[0.75434434],[0.7322928],[0.7193181],[0.7106308],[0.6927271],[0.68765885],[0.6753449],[0.6730925],[0.6687206],[0.65771234],[0.65367043],[0.6479603],[0.64491177],[0.63826275],[0.6281002],[0.6287661],[0.6228876],[0.62053245],[0.61107546],[0.61069703],[0.6020659],[0.60234374],[0.6009323],[0.5978429],[0.59693134],[0.5917273],[0.58726925],[0.58117247],[0.58561766],[0.58451736],[0.5779318],[0.57494926],[0.57282656],[0.568803],[0.5659962],[0.5703036],[0.56610316],[0.5660362],[0.5586561],[0.55406106],[0.563274],[0.5563493],[0.55417585],[0.5532213],[0.5525851],[0.5464873],[0.54941356],[0.5452956],[0.53409773],[0.5385188],[0.53727293],[0.5374943],[0.5393144],[0.5332337],[0.5391301],[0.5313827],[0.53343767],[0.52875715],[0.5289582],[0.53173107],[0.52251416],[0.5253804],[0.519337],[0.5182869],[0.51617724],[0.5139118],[0.51375234],[0.51590514],[0.51057845],[0.5179445],[0.51014215],[0.5181923],[0.5162933],[0.5140559],[0.5109238],[0.5107499],[0.509049],[0.50428474],[0.50661075],[0.5011041],[0.50280166],[0.50086486],[0.49678102],[0.49818906],[0.5011216],[0.49944463],[0.49723336],[0.49800208],[0.49753132],[0.4882337],[0.48728335],[0.48936978],[0.49324602],[0.48881692],[0.48701897],[0.48240054],[0.4825303],[0.47759533],[0.48107085],[0.48011863],[0.48152655],[0.4783743],[0.47605854],[0.48216262],[0.48175922],[0.47629768],[0.47315785],[0.46922225],[0.47451514],[0.47677943],[0.4707074],[0.4659349],[0.47177207],[0.46257374],[0.4700827],[0.4636247],[0.46074373],[0.46394253],[0.45889458],[0.457993],[0.4608832],[0.45809957],[0.46241352],[0.45833543],[0.45146978],[0.45126748],[0.45317832],[0.44779316],[0.44673958],[0.4520537],[0.45180714],[0.44703752],[0.44931087],[0.44766822],[0.44611254],[0.44664305],[0.44700357],[0.44006005],[0.4408966],[0.4466444],[0.44240695],[0.44203705],[0.43485945],[0.44122285],[0.43466407],[0.4346277],[0.43342608],[0.43119496],[0.4368882],[0.42999193],[0.4342017],[0.43446282],[0.43102208],[0.42795798],[0.42891756],[0.43279073],[0.42778218],[0.4255134],[0.42449456],[0.42414418],[0.4258449],[0.42255223],[0.42245874],[0.42483678],[0.420355],[0.41990393],[0.4197541],[0.41598094],[0.41203323],[0.42344388],[0.4171219],[0.41954795],[0.41467544],[0.4117179],[0.41013917],[0.41221887],[0.41182694],[0.4072796],[0.40880883],[0.4056454],[0.41017923],[0.40931845],[0.406587],[0.4080297],[0.40591908],[0.40646178],[0.40090203],[0.39799836],[0.40648127],[0.39991015],[0.39884192],[0.39715865],[0.39289013],[0.39512873],[0.39821523],[0.3948591],[0.39473718],[0.39513344],[0.3960159],[0.3907818],[0.39307898],[0.38896438],[0.38450158],[0.39046866],[0.39161026],[0.38666153],[0.39075357],[0.38823795],[0.39173055],[0.38555485],[0.38530943],[0.38652632],[0.38631502],[0.38592365],[0.3849585],[0.3762842],[0.38270858],[0.38369313],[0.38432458],[0.37696102],[0.3713928],[0.38098478],[0.376044],[0.37686282],[0.371359],[0.36807108],[0.3689702],[0.37626386],[0.36788583],[0.3663754],[0.36681283],[0.36468995],[0.36738712],[0.3664117],[0.3673717],[0.36565912],[0.3636863],[0.36452532],[0.36534992],[0.3723987],[0.361768],[0.36748204],[0.36276546],[0.36893],[0.3628486],[0.36315253],[0.36337042],[0.3581872],[0.36318532],[0.3591763],[0.35326943],[0.35504794],[0.35060605],[0.35001197],[0.35632515],[0.3545308],[0.3518348],[0.34735578],[0.35302064],[0.35062152],[0.34802935],[0.34936106],[0.35239968],[0.3476297],[0.349632],[0.34637013],[0.34972376],[0.34090808],[0.33887756],[0.34606075],[0.34541544],[0.33881325],[0.34410423],[0.33934987],[0.3330883],[0.33837184],[0.34264895],[0.33610007],[0.33874524],[0.33782533],[0.34070522],[0.33702782],[0.33370763],[0.33767077],[0.33527768],[0.33732033],[0.3354036],[0.3402179],[0.3339639],[0.3340521],[0.33162606],[0.32871798],[0.33363652],[0.3320577],[0.32989416],[0.32661948],[0.32671794],[0.32441536],[0.3260494],[0.32702905],[0.32430294],[0.32828468],[0.3249225],[0.32518896],[0.32347775],[0.321991],[0.31712058],[0.32128423],[0.32595724],[0.31900382],[0.31321007],[0.31379786],[0.31640828],[0.318549],[0.3189029],[0.32031944],[0.31973264],[0.31234655],[0.31221482],[0.31888983],[0.31307715],[0.31664744],[0.315737],[0.31420574],[0.31167132],[0.31603712],[0.30931932],[0.3129569],[0.3093823],[0.31224653],[0.30824053],[0.30668074],[0.3113092],[0.30375913],[0.31170523],[0.31014684],[0.3064478],[0.30383366],[0.30394053],[0.31066296],[0.30245644],[0.2998434],[0.30226424],[0.30905446],[0.300079],[0.29736173],[0.30142552],[0.3043459],[0.3010025],[0.298877],[0.30060548],[0.3044494],[0.29707193],[0.29388696],[0.2969662],[0.29810902],[0.29643512],[0.29541793],[0.2924654],[0.2931374],[0.29601792],[0.29753503],[0.2933049],[0.29453394],[0.29172027],[0.29355586],[0.29131263],[0.29142],[0.29125383],[0.29369748],[0.2922357],[0.28843203],[0.289192],[0.28591987],[0.29031473],[0.29229003],[0.28926376],[0.2854007],[0.29065332],[0.28457335],[0.28445297],[0.2849993],[0.28577638],[0.28651193],[0.28082892],[0.28308952],[0.28584307],[0.2795707],[0.28287175],[0.2796858],[0.27929237],[0.27571777],[0.2783942],[0.28031948],[0.28193733],[0.27958193],[0.27809522],[0.27902684]
[0.8156470060348511],[0.6581627726554871],[0.6830803155899048],[0.6561723351478577],[0.6651086211204529],[0.706229031085968],[0.6894017457962036],[0.740121066570282],[0.7488433718681335],[0.6666934490203857],[0.68622225522995],[0.6452237963676453],[0.676231324672699],[0.6952527761459351],[0.6466541886329651],[0.6435080170631409],[0.7148759961128235],[0.6775892972946167],[0.6410346031188965],[0.666102945804596],[0.6704146862030029],[0.6774327754974365],[0.6314593553543091],[0.6633365154266357],[0.6536458730697632],[0.6240679025650024],[0.5962551832199097],[0.6432979106903076],[0.6265878081321716],[0.6384097933769226],[0.6372528672218323],[0.5812512040138245],[0.6110023260116577],[0.626303493976593],[0.6438367962837219],[0.5869149565696716],[0.5894579291343689],[0.6110268831253052],[0.6015173196792603],[0.6062625050544739],[0.5963560342788696],[0.649976372718811],[0.581892728805542],[0.5981416702270508],[0.5796000957489014],[0.6446371078491211],[0.5635672211647034],[0.6022330522537231],[0.6083921790122986],[0.575629711151123],[0.6023250222206116],[0.59368497133255],[0.5790338516235352],[0.6100618839263916],[0.5765497088432312],[0.6272660493850708],[0.593613862991333],[0.5649688243865967],[0.5623387098312378],[0.6112970113754272],[0.5937392711639404],[0.5819509029388428],[0.5744458436965942],[0.5888626575469971],[0.5876522064208984],[0.5668160319328308],[0.5481681227684021],[0.5964272618293762],[0.5838295221328735],[0.5594472289085388],[0.5998478531837463],[0.6018097996711731],[0.5472179651260376],[0.5695462226867676],[0.5535375475883484],[0.5916652679443359],[0.604308545589447],[0.5609264969825745],[0.5508596301078796],[0.5492537617683411],[0.5912667512893677],[0.5733502507209778],[0.5493369102478027],[0.5521575808525085],[0.5686905384063721],[0.5356993675231934],[0.5617263913154602],[0.573147714138031],[0.5450488924980164],[0.5500244498252869],[0.5560999512672424],[0.5495204925537109],[0.5530064702033997],[0.5527303218841553],[0.5592078566551208],[0.575994610786438],[0.5398068428039551],[0.5232991576194763],[0.5510274171829224],[0.5722578167915344],[0.5278903245925903],[0.5425015687942505],[0.5379423499107361],[0.529814600944519],[0.5567702054977417],[0.5357088446617126],[0.5574555397033691],[0.5228322744369507],[0.5459638237953186],[0.5448426008224487],[0.5411007404327393],[0.5472049713134766],[0.5563125014305115],[0.5595225691795349],[0.5146539807319641],[0.5737895965576172],[0.5187067985534668],[0.5551999807357788],[0.5566357374191284],[0.5320046544075012],[0.538234293460846],[0.5382199883460999],[0.538217306137085],[0.5385591387748718],[0.5296435356140137],[0.5290115475654602],[0.5097199082374573],[0.5164029598236084],[0.511182963848114],[0.5266238451004028],[0.5242332220077515],[0.5357736349105835],[0.514315128326416],[0.5197059512138367],[0.5203025937080383],[0.5393877029418945],[0.4919545352458954],[0.509626030921936],[0.5030584931373596],[0.5205588936805725],[0.5032185316085815],[0.5014443397521973],[0.49163880944252014],[0.5001305937767029],[0.4761936664581299],[0.47752511501312256],[0.5315499305725098],[0.5229238271713257],[0.47414761781692505],[0.5043134093284607],[0.5195892453193665],[0.5299060344696045],[0.4799313247203827],[0.4956807792186737],[0.5059616565704346],[0.48156389594078064],[0.5052749514579773],[0.5234192609786987],[0.5015520453453064],[0.5325747728347778],[0.4904118478298187],[0.5189237594604492],[0.4989471435546875],[0.48518791794776917],[0.5001392960548401],[0.5360335111618042],[0.5335975885391235],[0.5134606957435608],[0.5106037259101868],[0.4890863001346588],[0.49923720955848694],[0.4978986382484436],[0.49514442682266235],[0.46628937125205994],[0.46339648962020874],[0.49891072511672974],[0.5079639554023743],[0.4653603136539459],[0.5169132947921753],[0.49279147386550903],[0.5119538307189941],[0.4761100113391876],[0.5103092789649963],[0.4871324896812439],[0.47805261611938477],[0.5027274489402771],[0.49106547236442566],[0.4739284813404083],[0.5015978217124939],[0.4869592785835266],[0.49257007241249084],[0.5131264328956604],[0.4725424349308014],[0.477447509765625],[0.5168192982673645],[0.5171469449996948],[0.4723283648490906],[0.49217113852500916],[0.4929208755493164],[0.49769794940948486],[0.48921704292297363],[0.4768347442150116],[0.47033125162124634],[0.4696280360221863],[0.47622576355934143],[0.4865593910217285],[0.5035430788993835],[0.496372252702713],[0.4851836860179901],[0.47515442967414856],[0.48595261573791504],[0.48839065432548523],[0.5002471208572388],[0.46647441387176514],[0.4753792881965637],[0.47579413652420044],[0.47348394989967346],[0.5206845998764038],[0.500320553779602],[0.4998503029346466],[0.4623050391674042],[0.4590942859649658],[0.45059600472450256],[0.47310104966163635],[0.4508308172225952],[0.48031187057495117],[0.4549684524536133],[0.4528409540653229],[0.48070621490478516],[0.4728147089481354],[0.44643810391426086],[0.4682264029979706],[0.4708877205848694],[0.4629358649253845],[0.46846866607666016],[0.4595763087272644],[0.4663454294204712],[0.46428167819976807],[0.4354349970817566],[0.4708543121814728],[0.4649348556995392],[0.4683395028114319],[0.5114976763725281],[0.4812684655189514],[0.43605685234069824],[0.43278390169143677],[0.47880131006240845],[0.4554581940174103],[0.46368643641471863],[0.49671077728271484],[0.470358282327652],[0.45727723836898804],[0.4675803482532501],[0.41557952761650085],[0.45938077569007874],[0.4680831730365753],[0.43693050742149353],[0.45301005244255066],[0.4544386565685272],[0.48722603917121887],[0.44343915581703186],[0.47000059485435486],[0.45653435587882996],[0.44292208552360535],[0.45977795124053955],[0.4467596709728241],[0.45817822217941284],[0.45049935579299927],[0.45648810267448425],[0.4444844126701355],[0.44480764865875244],[0.44204527139663696],[0.43947353959083557],[0.4597221314907074],[0.4511551856994629],[0.4370253086090088],[0.4626104533672333],[0.45948731899261475],[0.45009714365005493],[0.44596338272094727],[0.4496990144252777],[0.4225075840950012],[0.44302529096603394],[0.43891045451164246],[0.4180237054824829],[0.42576688528060913],[0.4280838668346405],[0.45320260524749756],[0.4521244466304779],[0.44915133714675903],[0.4574248790740967],[0.42461371421813965],[0.43446704745292664],[0.4343663156032562],[0.4216180741786957],[0.4255673587322235],[0.4243887662887573],[0.4460461735725403],[0.42877820134162903],[0.4344721734523773],[0.42564883828163147],[0.42955055832862854],[0.4233446717262268],[0.41574159264564514],[0.4207933843135834],[0.4417888820171356],[0.4237925410270691],[0.4382339119911194],[0.4186779260635376],[0.4421328604221344],[0.4298407733440399],[0.43256646394729614],[0.41495102643966675],[0.4195820093154907],[0.4180755317211151],[0.4099125564098358],[0.42188760638237],[0.42759472131729126],[0.4105905294418335],[0.4384346008300781],[0.4349089562892914],[0.42993226647377014],[0.4141201376914978],[0.4213300943374634],[0.4120747745037079],[0.4369256794452667],[0.41780489683151245],[0.44680055975914],[0.42677733302116394],[0.4006373882293701],[0.412858784198761],[0.41724902391433716],[0.43072763085365295],[0.4257490336894989],[0.41175252199172974],[0.4042753279209137],[0.4228026270866394],[0.41116172075271606],[0.4322769343852997],[0.3845548629760742],[0.44942012429237366],[0.4122229516506195],[0.40341463685035706],[0.4210312068462372],[0.4169343113899231],[0.4254761338233948],[0.4047207534313202],[0.41354215145111084],[0.41647788882255554],[0.3983353078365326],[0.4080452620983124],[0.38873642683029175],[0.39878395199775696],[0.42497462034225464],[0.38627588748931885],[0.4276708662509918],[0.42049285769462585],[0.4036599397659302],[0.4411751627922058],[0.4095131754875183],[0.4206562340259552],[0.39154794812202454],[0.428425133228302],[0.3977087140083313],[0.4177425503730774],[0.41233769059181213],[0.40601181983947754],[0.4011856019496918],[0.4034538269042969],[0.4041765332221985],[0.41067877411842346],[0.40859225392341614],[0.38901805877685547],[0.3969157636165619],[0.3963858187198639],[0.4019589424133301],[0.4053782522678375],[0.4183324873447418],[0.38910675048828125],[0.4066033959388733],[0.38735130429267883],[0.3964425325393677],[0.39610499143600464],[0.4028010368347168],[0.38376933336257935],[0.3873184323310852],[0.3978981077671051],[0.396789014339447],[0.38701552152633667],[0.38096585869789124],[0.3973901569843292],[0.38897377252578735],[0.38841840624809265],[0.39497604966163635],[0.3850689232349396],[0.402151882648468],[0.3853088617324829],[0.3908674418926239],[0.390077143907547],[0.3966705799102783]
[0.7404452898714802],[0.6601481726854155],[0.6242776046885122],[0.6007350574035456],[0.5868739255584112],[0.5758498659228334],[0.5617547917484057],[0.557879249943365],[0.5463969745848438],[0.5420948154855483],[0.5351603883917969],[0.5336452480589989],[0.5240315659211414],[0.522169948509424],[0.5184746142661217],[0.5097992293315359],[0.505729604475569],[0.5061305634456106],[0.5010558576276987],[0.49877988849536026],[0.49181559091747395],[0.4888263560167634],[0.4863750182165958],[0.48767686185270254],[0.48214232124904594],[0.4798460284082016],[0.48067970500134005],[0.4791891958453868],[0.47293319501499137],[0.4688542305242897],[0.47246293266220846],[0.46696813212762966],[0.46614397634374033],[0.46488674589903045],[0.46112741397158935],[0.4548292281013904],[0.45848596774705563],[0.46009199011443863],[0.4586112977254509],[0.4552852511405945],[0.4479185953588769],[0.4437916269986936],[0.4526154103845653],[0.44738816654328073],[0.4470137655735016],[0.44830169831172073],[0.4386915343232674],[0.43832249275528556],[0.44147215414755414],[0.4371198616405525],[0.4268374472561449],[0.43402633543061736],[0.43416917353573414],[0.43255118479823124],[0.43523568239542515],[0.42813085211385593],[0.43181640440874763],[0.4238368258027747],[0.4286167600957474],[0.42428078214720927],[0.4215205471114357],[0.4249388817513343],[0.4174593220842947],[0.41769213605635236],[0.41727399383441055],[0.4142243449050601],[0.4121343419693484],[0.41141080148149245],[0.41224986093469185],[0.4130251926950889],[0.4057757845609495],[0.4136955965273451],[0.4089320422989307],[0.41504576639963847],[0.40751757966999963],[0.40965592580856663],[0.40452534550487407],[0.40504398469877717],[0.4017442525318353],[0.40215244461404215],[0.40149162444147735],[0.39879362890035797],[0.39994513840958623],[0.39758544127539835],[0.3923887566174611],[0.3960442122551474],[0.397109787505452],[0.3965296854477118],[0.3907423975444076],[0.3937898403642201],[0.3907863068403584],[0.38371974775696743],[0.38629541922323773],[0.3891494558884366],[0.39077348195680295],[0.38437430014704715],[0.3835374459181682],[0.378593242699557],[0.38009618266974343],[0.37686385656937516],[0.3795509975735504],[0.3791442941321005],[0.38101561146207374],[0.37793745764411324],[0.372372365971603],[0.37951905051670454],[0.3783717925595765],[0.3723937261222613],[0.37141709339500656],[0.36990500366923834],[0.3719923370840526],[0.37564899676507063],[0.36806484363456765],[0.3658853779629906],[0.3711848084879394],[0.3634527899546198],[0.36820324635741736],[0.3648770808583439],[0.35925515999298285],[0.36224575945646453],[0.3600541949272156],[0.3573870275280263],[0.3631969362792402],[0.3595393723485493],[0.3607965359593382],[0.3560019799388281],[0.3515504195843593],[0.3537323128173847],[0.3546825853904875],[0.35049647978036713],[0.3486852411291387],[0.3540563415182699],[0.35354321781951603],[0.34900515430634566],[0.3498451534179178],[0.3499772737521936],[0.3453816392339102],[0.3474117585337988],[0.3503008352057769],[0.3409116271108684],[0.34603139669588295],[0.3464587738018225],[0.3416969615339053],[0.34379691608471447],[0.3363726949042613],[0.3440173005703652],[0.3380420014704808],[0.3381836247621196],[0.3351965264813735],[0.3362234723154861],[0.33882806501766244],[0.33206945347903977],[0.33722374802178673],[0.3390080014077744],[0.333843594435418],[0.3314111927653303],[0.33124784328559836],[0.33615797728595165],[0.32872846781617343],[0.3299183091609785],[0.3283505984167061],[0.3298967266731923],[0.32906389000392194],[0.32657599065563464],[0.32557722247473087],[0.32864441464443017],[0.32298948254325605],[0.3245822871380513],[0.3229271866897545],[0.32038394974009826],[0.31907694779410223],[0.3269825781335925],[0.32039377978532624],[0.32239888121586036],[0.3197118204714048],[0.31740301301573765],[0.31533509891222017],[0.3174822154906717],[0.3175384355063486],[0.31254727356504686],[0.31449307781634944],[0.3123958206707888],[0.3170469600965481],[0.31571259120903394],[0.31341731902396325],[0.31276250667501204],[0.31185150441556875],[0.3106290633135503],[0.30853286429797067],[0.30431970408057224],[0.31310064426743156],[0.3060876375967913],[0.304649883715233],[0.30355775385799977],[0.3021677468377765],[0.30239996756657517],[0.3058174097597009],[0.3015349269798486],[0.3034740271839765],[0.30377721668470026],[0.3022883590495232],[0.29895184476776876],[0.30104606060108335],[0.2965709028562697],[0.2941826781128893],[0.29838757925104387],[0.3014991172764561],[0.2944339392798962],[0.2976336834749373],[0.2992615083066544],[0.3000560476638303],[0.29464987436733625],[0.29388317067434294],[0.2961080643800226],[0.29533290995819733],[0.29385290435045075],[0.292446097820112],[0.2873499912790733],[0.291160846258154],[0.2949486796808715],[0.29166231134740433],[0.2871762481656405],[0.2829273902248628],[0.29083969436659673],[0.2846593924678198],[0.2879156777174166],[0.2823576552442985],[0.2812639190123813],[0.2815918686366317],[0.2855767095738118],[0.2804989633288714],[0.27952039669645895],[0.2811972760032899],[0.2780725820229785],[0.27940623609736415],[0.27808227294152327],[0.2805338478324437],[0.2779973436995308],[0.2770624089949202],[0.27721801710010757],[0.27921170851971844],[0.28500558067076276],[0.2737939031702457],[0.2795754169473554],[0.2758917414610929],[0.2806284107489161],[0.2762980868320654],[0.2761358980200078],[0.2756315750060695],[0.2714444611332204],[0.2743294362974639],[0.27258623885636285],[0.2689940511885256],[0.2683966937336591],[0.2661159181653863],[0.26703690700601823],[0.26986946372112425],[0.2704062194812416],[0.26566792640945697],[0.26451526183893187],[0.26856292562909645],[0.26678893029099643],[0.2637013080391553],[0.26451208272782883],[0.26918021685416155],[0.2632400667903447],[0.26579152445981996],[0.2625118426167139],[0.26763543530856027],[0.25670390937588],[0.25632875287296747],[0.26425462282530154],[0.26236952369165895],[0.2564463522469643],[0.2617037524976353],[0.25683679188242053],[0.25245648976599816],[0.25737928149133626],[0.26022651378471073],[0.2527300891014609],[0.25832061690859276],[0.2568453252315521],[0.25960592128852805],[0.2546236436850954],[0.2522377821773586],[0.25866550457949683],[0.25360843347440853],[0.25757802904832483],[0.2549175239435517],[0.25873100477280003],[0.2539410206055877],[0.25195109490120765],[0.2509124243613517],[0.2489743836150311],[0.2551426441952734],[0.25385053765655746],[0.2500812344916976],[0.24771348232089882],[0.24859945682605894],[0.2450532626987684],[0.24822958890754399],[0.24893512643209778],[0.24621296105998577],[0.2489067630307509],[0.24874750886223104],[0.24510434491209465],[0.24656412757859372],[0.24458601451156162],[0.2409215793751254],[0.24417828923404808],[0.24984027607606188],[0.2412634443233509],[0.2384321671901363],[0.23881187061272044],[0.23951364153682594],[0.24357221976365193],[0.2427617000176175],[0.2443805732349358],[0.24213562315643425],[0.23715699456705905],[0.23855872983389562],[0.24245715170803636],[0.23712511626210545],[0.24185989841376201],[0.23995764391257032],[0.240195867374982],[0.23605856255139454],[0.24134723074955516],[0.23501497138254712],[0.23867558651041276],[0.23679174836909417],[0.23884438922499665],[0.23411895010140862],[0.2342616751937583],[0.2384983773278718],[0.23099581144823886],[0.2385611801159264],[0.23568918371554648],[0.2341433317944555],[0.23061347819200836],[0.23258364613693538],[0.23734816525242117],[0.2312447434604758],[0.22937167871116412],[0.2312609326131273],[0.23752264206362242],[0.22840051338224127],[0.22765355136724982],[0.23065853561505234],[0.23312209944913884],[0.2292067466100844],[0.22970699039426182],[0.22964883721110843],[0.23257124763314085],[0.22765776913354893],[0.2249645463900991],[0.22556355625095934],[0.2284443860892022],[0.2265248046358033],[0.22703728168317588],[0.22428763163561868],[0.2268197191233682],[0.22610792252096798],[0.22625994313471387],[0.22550210150161593],[0.22680071497907733],[0.2246189046614241],[0.22384144336280257],[0.2230640950769481],[0.22324546109331717],[0.2244197366261246],[0.22582226342493944],[0.22353187941088534],[0.2224122287318258],[0.22182290344545158],[0.2192467194382507],[0.22351854567480559],[0.2259179866402456],[0.22157733430071633],[0.21918328298200476],[0.22395213995829666],[0.21807327556728137],[0.21952622228919869],[0.21916348789588058],[0.21939304131682558],[0.22154859180497652],[0.2151989855683676],[0.21913555692328085],[0.22350566310457665],[0.2141762829505571],[0.21854132753197508],[0.21589899107371227],[0.21590728497151102],[0.21153113319732175],[0.21514990350397506],[0.21540235676387748],[0.21835266356125915],[0.21564457499154724],[0.21480396153903245],[0.2159594483304732]
