[0.8301028],[0.76629335],[0.74596924],[0.7348576],[0.7167115],[0.7085039],[0.6958507],[0.68376905],[0.6785357],[0.6674315],[0.66059136],[0.65330774],[0.65325016],[0.6490738],[0.64608353],[0.64388657],[0.63523066],[0.629889],[0.6323809],[0.620134],[0.6225106],[0.61979157],[0.6203421],[0.6168599],[0.6076882],[0.60830504],[0.5957671],[0.6003743],[0.59593624],[0.59655774],[0.5915856],[0.59443504],[0.5834526],[0.5859824],[0.58676535],[0.5836111],[0.579231],[0.58083457],[0.57434326],[0.5708598],[0.5742488],[0.5774559],[0.568358],[0.56591207],[0.55934125],[0.56126195],[0.56061536],[0.5552942],[0.5560378],[0.55356824],[0.5545521],[0.55144167],[0.5521489],[0.54489934],[0.5440943],[0.5422018],[0.5489839],[0.53889126],[0.53835124],[0.5356501],[0.53682184],[0.53551596],[0.5385544],[0.5265097],[0.534455],[0.52618587],[0.528638],[0.52957624],[0.5233801],[0.52907205],[0.5284504],[0.5208169],[0.5207191],[0.5222217],[0.518838],[0.51987314],[0.51272166],[0.5179255],[0.5168326],[0.5104914],[0.5138181],[0.5152532],[0.51091063],[0.51074445],[0.50957316],[0.5075798],[0.5123536],[0.50255775],[0.50381786],[0.5024631],[0.5036651],[0.49591324],[0.49649268],[0.49525455],[0.5034546],[0.5036531],[0.497787],[0.49634826],[0.49560794],[0.49746168],[0.49465382],[0.49518338],[0.4946093],[0.4914157],[0.48859665],[0.4903495],[0.48886386],[0.48085687],[0.48761228],[0.48619512],[0.48389235],[0.4855105],[0.48020718],[0.48539597],[0.48460832],[0.4813874],[0.4793603],[0.48056844],[0.48362285],[0.4772343],[0.47285703],[0.476988],[0.47101226],[0.47630998],[0.4737357],[0.47109422],[0.47432768],[0.46832785],[0.47189924],[0.47607294],[0.46867925],[0.46883443],[0.47040153],[0.4715074],[0.47450784],[0.4700078],[0.47135636],[0.46477076],[0.4622314],[0.4674173],[0.46344712],[0.45722973],[0.46527418],[0.47096345],[0.461739],[0.45666465],[0.45967266],[0.45995176],[0.45426273],[0.45552787],[0.45950356],[0.4519925],[0.45807496],[0.45231006],[0.44923583],[0.44707617],[0.45278367],[0.44983283],[0.45103574],[0.45279273],[0.4489405],[0.4482022],[0.44635624],[0.44873348],[0.44142625],[0.44275838],[0.44092846],[0.442383],[0.4465341],[0.43879145],[0.44021875],[0.4391217],[0.43734497],[0.43470296],[0.4366724],[0.43969744],[0.43501383],[0.4396703],[0.4335473],[0.4338479],[0.43785855],[0.43453354],[0.4335593],[0.43241167],[0.4321302],[0.43123809],[0.43801737],[0.42917043],[0.4287832],[0.42360413],[0.43132657],[0.42835227],[0.4292944],[0.4317547],[0.4261544],[0.4341802],[0.42475742],[0.42990157],[0.4278738],[0.42810825]
[0.5681360960006714],[0.5892291069030762],[0.5956823825836182],[0.6185967326164246],[0.638749897480011],[0.6542034149169922],[0.648605465888977],[0.6537978649139404],[0.668268620967865],[0.6499744653701782],[0.6853328347206116],[0.6604141592979431],[0.6876345872879028],[0.6856996417045593],[0.689631998538971],[0.6712023019790649],[0.6597611308097839],[0.6643452048301697],[0.6673247218132019],[0.6871017217636108],[0.6795574426651001],[0.6595310568809509],[0.6730232238769531],[0.6480077505111694],[0.6683841347694397],[0.6441943645477295],[0.6371902823448181],[0.6608194708824158],[0.6720132827758789],[0.6556269526481628],[0.6520463228225708],[0.6284502744674683],[0.6475780010223389],[0.6703133583068848],[0.6521651148796082],[0.6402778029441833],[0.6964218020439148],[0.6747369170188904],[0.6666431427001953],[0.6715561151504517],[0.6196078062057495],[0.6526727080345154],[0.6480417847633362],[0.6511555314064026],[0.6310676336288452],[0.7116574645042419],[0.6257421970367432],[0.6499145030975342],[0.6322020292282104],[0.6621049642562866],[0.6245896816253662],[0.6405408382415771],[0.6547728776931763],[0.6301279664039612],[0.6163994073867798],[0.6385520100593567],[0.6089966297149658],[0.6305108666419983],[0.6369994878768921],[0.6446959972381592],[0.6703565716743469],[0.6243197321891785],[0.6094233989715576],[0.6402549743652344],[0.613886833190918],[0.6513698697090149],[0.6122162342071533],[0.6306633949279785],[0.6313132047653198],[0.6164862513542175],[0.6099734306335449],[0.5982831716537476],[0.6460107564926147],[0.6118279695510864],[0.6198464632034302],[0.6005428433418274],[0.6600333452224731],[0.6237959861755371],[0.6165297031402588],[0.599595308303833],[0.6081179976463318],[0.6403140425682068],[0.604873538017273],[0.5950785279273987],[0.6035744547843933],[0.6146512627601624],[0.5981408953666687],[0.5940603613853455],[0.5846086144447327],[0.5815203785896301],[0.5998336672782898],[0.5909854769706726],[0.5976471304893494],[0.5879828333854675],[0.5848934054374695],[0.5739765763282776],[0.5807777047157288],[0.5745659470558167],[0.6133310198783875],[0.5872606635093689],[0.5775280594825745],[0.6044067144393921],[0.570935070514679],[0.5550540685653687],[0.5925483703613281],[0.5780398845672607],[0.5728632807731628],[0.5784456729888916],[0.5556166768074036],[0.5480768084526062],[0.5742958784103394],[0.5722784996032715],[0.5437659621238708],[0.5721659064292908],[0.5723932981491089],[0.5507668852806091],[0.5726021528244019],[0.5545154213905334],[0.5979588031768799],[0.5394461750984192],[0.5628330111503601],[0.5830627083778381],[0.543059229850769],[0.5370962619781494],[0.5650635361671448],[0.5594502687454224],[0.5441928505897522],[0.5326815247535706],[0.5503861308097839],[0.5736638903617859],[0.5493183732032776],[0.5543250441551208],[0.5494857430458069],[0.5400089621543884],[0.5521283745765686],[0.528527557849884],[0.5513975024223328],[0.566283106803894],[0.547322690486908],[0.5436811447143555],[0.5437082648277283],[0.532839834690094],[0.5656331777572632],[0.5272941589355469],[0.5273247957229614],[0.5297451019287109],[0.5668236017227173],[0.5329579710960388],[0.520372211933136],[0.5481042861938477],[0.5270516276359558],[0.5315969586372375],[0.5582414865493774],[0.5650162696838379],[0.5244487524032593],[0.5442711114883423],[0.5639824271202087],[0.5335493683815002],[0.5307523012161255],[0.532322108745575],[0.5235065817832947],[0.5278335213661194],[0.5472834706306458],[0.5377731919288635],[0.5219849944114685],[0.5110829472541809],[0.5180081129074097],[0.5473157167434692],[0.5224878787994385],[0.5176562666893005],[0.5440238118171692],[0.5260412096977234],[0.5348030924797058],[0.5562124252319336],[0.5086305737495422],[0.5205798745155334],[0.5315371751785278],[0.5227473974227905],[0.5166212320327759],[0.5259941816329956],[0.5365884900093079],[0.5276793837547302],[0.5325509905815125],[0.5146971940994263],[0.5309364199638367],[0.5044916868209839],[0.5213586688041687],[0.5230007171630859],[0.5212320685386658],[0.5550057888031006],[0.527136504650116],[0.5227406620979309],[0.5023331046104431],[0.5213341116905212],[0.543873131275177],[0.5033508539199829],[0.5187798738479614],[0.5297402143478394],[0.5295887589454651],[0.5268634557723999]
[0.8010329118481389],[0.6902904753331784],[0.6523170217319771],[0.6264284793977384],[0.6058018505573273],[0.5937080019050174],[0.5801282613365738],[0.5693124990772318],[0.5633706097249631],[0.5527644389205508],[0.5447314690660547],[0.536844739207515],[0.5405014985137515],[0.5344682771850515],[0.5348004395211184],[0.5241120965392502],[0.5205054829518],[0.515448385366687],[0.517909953991572],[0.5068907494898196],[0.5096482606949629],[0.5090285650006047],[0.50477031480383],[0.5025774974513937],[0.496662982084133],[0.4930178616885786],[0.4849218323274895],[0.48967031637827557],[0.4867919893176467],[0.4885841172050547],[0.48140403076454447],[0.4827942947546641],[0.47552976067419406],[0.47738969712345686],[0.4817091899889487],[0.4761442459291882],[0.47645191682709587],[0.4715229603979323],[0.4703112664046111],[0.46550458504094017],[0.46598388640968885],[0.47392090658346814],[0.46344461430002143],[0.461412376275769],[0.4557097537650002],[0.46042813415880557],[0.4510555030019195],[0.4557253525212959],[0.4520588555821666],[0.4535608495827074],[0.4508448480455964],[0.4486015096858696],[0.4503129113603521],[0.44540385405222577],[0.4417284776767095],[0.44731013421659116],[0.44653118760497484],[0.4402892026636336],[0.43844911732055525],[0.43653614543102404],[0.4404345425190749],[0.43511696932492433],[0.4383457711449376],[0.4312863841100975],[0.43641239073541427],[0.43050508477069716],[0.43243695243641184],[0.4325241071206552],[0.4284716579649184],[0.4359025563354845],[0.43017316030131447],[0.42439061568842995],[0.4234154997048555],[0.42809581259886426],[0.4202451319606216],[0.42286756855470164],[0.41959400806162095],[0.42290474143293166],[0.42146219147576225],[0.4163629870723795],[0.4194685270388921],[0.42036142558963213],[0.41450171724513724],[0.4173154146582992],[0.4189933715043245],[0.41252992384963566],[0.415476671523518],[0.40943389799859786],[0.40716249026634077],[0.4107161611318588],[0.4089096878413801],[0.4014217748686119],[0.405529691113366],[0.4026408482480932],[0.4103547329152072],[0.4107532490182806],[0.40288689456604143],[0.40139158346034864],[0.40375240367871745],[0.4036764795029605],[0.4020828930316148],[0.40313122228339865],[0.4004039974124343],[0.3988924352107225],[0.3950622335628227],[0.39711292529547654],[0.3946991996080787],[0.39141002628538346],[0.3980455442711159],[0.39579632602356096],[0.39350336348568954],[0.39249191129649125],[0.38671369629877583],[0.39514883469652246],[0.3931632406181759],[0.3891174445549647],[0.38960957196023727],[0.386306024811886],[0.3938801995030156],[0.3851250288663087],[0.38094875271673556],[0.384051411792084],[0.38042448847382154],[0.38376709874029513],[0.38328637569038954],[0.37996700240506065],[0.3847091849203463],[0.37897275664188246],[0.38136127480754145],[0.38487561102266665],[0.37684425325305376],[0.3794365155476111],[0.3781791693634457],[0.37920019692844814],[0.38217305585190103],[0.379196396028554],[0.38089720132174315],[0.373497407745432],[0.3732279892320986],[0.37508475173402717],[0.3748347657146277],[0.3654206610388226],[0.37629261557702665],[0.3786562496313342],[0.37070129756574277],[0.3665466965348632],[0.36886792933499374],[0.3671492564457434],[0.36565179184631064],[0.36437794621343966],[0.3720552546006662],[0.3615606841113832],[0.3682005402666551],[0.36451481807011143],[0.3593808975484636],[0.357421538344136],[0.3640877256790797],[0.35995686716503567],[0.3613391595858115],[0.3628854012047803],[0.358395015751874],[0.35842155085669625],[0.35510198716764096],[0.36017372735120634],[0.3544696668783824],[0.3533772357084133],[0.3531048827701145],[0.3572867173287604],[0.35707256611850524],[0.3488791794688613],[0.35351302447142424],[0.35179884014306245],[0.35004912068446475],[0.34761079731914735],[0.35078245787708845],[0.3519248932048126],[0.34832926453263674],[0.3546315078382139],[0.34792115456528133],[0.3460090254191999],[0.34935534221154674],[0.3470645872531114],[0.3444205536334603],[0.3459158973009498],[0.344793779430566],[0.34259686011959006],[0.3486501188189895],[0.3435515609604341],[0.3420791537673385],[0.33880241380797493],[0.34342428931483515],[0.34006164333334676],[0.34200730202374635],[0.34422211597363156],[0.34122011424214754],[0.34495689775104876],[0.3369722283548779],[0.34475010964605546],[0.33899881276819444],[0.3407654657408043]
[0.5306689143180847],[0.42889973521232605],[0.24330507218837738],[0.5319828987121582],[0.3569694757461548],[0.49980974197387695],[0.41923707723617554],[0.8894791603088379],[0.5938456058502197],[0.6289268732070923],[0.479316383600235],[0.56474769115448],[0.34953951835632324],[0.45523521304130554],[0.5728107690811157],[0.42609483003616333],[0.5133931040763855],[0.30609142780303955],[0.539740800857544],[0.5881734490394592],[0.5460653305053711],[0.6840347647666931],[0.39325451850891113],[0.32023829221725464],[0.35928988456726074],[0.5821679830551147],[0.31035828590393066],[0.5289676189422607],[0.5297659039497375],[0.5340238809585571],[0.3742867410182953],[0.31872549653053284],[0.41864103078842163],[0.42127224802970886],[0.5471053719520569],[0.40421923995018005],[0.6214231848716736],[0.3634190857410431],[0.5395598411560059],[0.4498298466205597],[0.4433583915233612],[0.5574847459793091],[0.32080021500587463],[0.4543095529079437],[0.29211944341659546],[0.5918148756027222],[0.33125853538513184],[0.4724276065826416],[0.5314903259277344],[0.562173068523407],[0.553856372833252],[0.43135207891464233],[0.37943899631500244],[0.4523722529411316],[0.3814432621002197],[0.6050502061843872],[0.34892767667770386],[0.677630603313446],[0.33089685440063477],[0.3256371319293976],[0.49602603912353516],[0.5464308261871338],[0.31785792112350464],[0.8171823024749756],[0.47760817408561707],[0.3492276966571808],[0.549838662147522],[0.27761390805244446],[0.341151624917984],[0.6612188220024109],[0.35557982325553894],[0.4864402115345001],[0.3993857800960541],[0.9389270544052124],[0.3108873963356018],[0.47037553787231445],[0.41913551092147827],[0.4443398416042328],[0.8427998423576355],[0.47802525758743286],[0.34143877029418945],[0.3782075345516205],[0.6221305727958679],[0.4566105008125305],[0.36915430426597595],[0.4532226622104645],[0.7822313904762268],[0.287223219871521],[0.392609566450119],[0.5854137539863586],[0.5130156874656677],[0.5810419321060181],[0.29189056158065796],[0.5328298211097717],[0.30445730686187744],[0.465863436460495],[0.5773419141769409],[0.415431946516037],[0.5669870376586914],[0.33401915431022644],[0.5741244554519653],[0.5254461169242859],[0.7200430631637573],[0.4208008944988251],[0.25781410932540894],[0.5805715918540955],[0.28340333700180054],[0.4916219413280487],[0.4567390978336334],[0.32827335596084595],[0.2868533134460449],[0.7693223357200623],[0.6117134690284729],[0.4383860230445862],[0.45884907245635986],[0.43601736426353455],[0.28041893243789673],[0.4110887944698334],[0.6054252982139587],[0.2608563005924225],[0.42708826065063477],[0.321310430765152],[0.7360344529151917],[0.5315093398094177],[0.4347323477268219],[0.6631956100463867],[0.5373490452766418],[0.2274758219718933],[0.4908023774623871],[0.22573821246623993],[0.3141138255596161],[0.2919173240661621],[0.25285688042640686],[0.6004500389099121],[0.5401628613471985],[0.27903246879577637],[0.36640021204948425],[0.24492089450359344],[0.2777301073074341],[0.2247191220521927],[0.45187851786613464],[0.3130370080471039],[0.35227641463279724],[0.46938371658325195],[0.41227951645851135],[0.5342992544174194],[0.24132169783115387],[0.2528066337108612],[0.18435968458652496],[0.7324572205543518],[0.4202607274055481],[0.5621310472488403],[0.5405004024505615],[0.6959241032600403],[0.44866207242012024],[0.34599998593330383],[0.4176844358444214],[0.6257542371749878],[0.6607184410095215],[0.2715074419975281],[0.2406468540430069],[0.3422580361366272],[0.2924513518810272],[0.5086467266082764],[0.4813147783279419],[0.20925438404083252],[0.26475173234939575],[0.38518211245536804],[0.7436038851737976],[0.22190186381340027],[0.3143034875392914],[0.9148042798042297],[0.3125058710575104],[0.8051217794418335],[0.9997009038925171],[0.4489600956439972],[0.2246469259262085],[0.339667409658432],[0.9720701575279236],[0.524415910243988],[0.41906946897506714],[0.536199152469635],[0.8636168241500854],[0.4554062783718109],[0.28781646490097046],[0.4508458077907562],[0.3934699296951294],[0.49229109287261963],[0.7192662954330444],[0.5926230549812317],[0.5024619698524475],[0.33854666352272034],[0.39679715037345886],[0.6081723570823669],[0.36858394742012024],[0.3145157992839813],[0.36984604597091675],[0.7440067529678345],[0.4019189178943634],[0.18377241492271423]
