[0.84345055],[0.7809363],[0.75966907],[0.74180067],[0.72459114],[0.7148438],[0.7064632],[0.69491106],[0.6892653],[0.67716736],[0.6818565],[0.66447514],[0.66125154],[0.65458417],[0.6538955],[0.6466166],[0.6451553],[0.63960236],[0.63712674],[0.6305354],[0.6265211],[0.62520456],[0.62123203],[0.6207787],[0.61653036],[0.61663413],[0.61323893],[0.6038353],[0.6101055],[0.60315526],[0.6019798],[0.5959697],[0.5969901],[0.59588987],[0.5931885],[0.5948139],[0.58812785],[0.5854529],[0.58566916],[0.58280575],[0.58492625],[0.5761017],[0.57637423],[0.57707286],[0.5761927],[0.5726632],[0.5723749],[0.5702124],[0.57170624],[0.56590104],[0.56245196],[0.5589418],[0.55840504],[0.55848736],[0.55489266],[0.5524837],[0.55158836],[0.5461621],[0.55041456],[0.5480058],[0.55334353],[0.54674405],[0.5428421],[0.543172],[0.5372241],[0.540892],[0.5393848],[0.53607094],[0.53035784],[0.53352004],[0.5324504],[0.52990806],[0.5292389],[0.53155386],[0.5283375],[0.52890533],[0.5217167],[0.5300612],[0.52490884],[0.52126026],[0.51979107],[0.5154552],[0.51831436],[0.5200399],[0.52020895],[0.513815],[0.5129342],[0.5152284],[0.516909],[0.51352155],[0.5126043],[0.5095985],[0.5068725],[0.5115449],[0.5128817],[0.503353],[0.5053365],[0.5039738],[0.5055246],[0.49995685],[0.5038405],[0.50420594],[0.4982695],[0.5059045],[0.50214833],[0.4998485],[0.50073767],[0.4967904],[0.49946514],[0.49726763],[0.4938653],[0.4926956],[0.49108118],[0.4871877],[0.49594262],[0.49553773],[0.49131584],[0.48982683],[0.49125424],[0.48642507],[0.48363587],[0.48826313],[0.48493862],[0.4839],[0.48528472],[0.48112646],[0.48112473],[0.48126683],[0.47679436],[0.4824635],[0.47628748],[0.4827506],[0.48124582],[0.47922814],[0.4740912],[0.4760471],[0.4788643],[0.47163808],[0.4703017],[0.47358382],[0.47009262],[0.46961677],[0.4706375],[0.46843168],[0.47271606],[0.46730527],[0.46361086],[0.4611039],[0.4681184],[0.4639202],[0.46705976],[0.45810193],[0.45829314],[0.45417517],[0.4622789],[0.45769328],[0.4606748],[0.4590216],[0.4558876],[0.45751116],[0.46008578],[0.4574149],[0.45546922],[0.46105754],[0.45458144],[0.4507742],[0.4541093],[0.45557824],[0.45499486],[0.45225775],[0.45234933],[0.45032966],[0.45164803],[0.4494252],[0.44863355],[0.4432391],[0.44100097],[0.44872564],[0.4466177],[0.44477102],[0.4423031],[0.44360006],[0.4428525],[0.44057772],[0.43896648],[0.4419013],[0.43517542],[0.44168556],[0.43986878],[0.43794373],[0.43971473],[0.43813306],[0.4389404],[0.4395772],[0.4330736],[0.43079668],[0.43125835],[0.43517765],[0.43356708],[0.43401337]
[1.0736693143844604],[0.8747212886810303],[0.8098656535148621],[0.7813975811004639],[0.7759597897529602],[0.7307001352310181],[0.7136176824569702],[0.7186093926429749],[0.6919425129890442],[0.7301529049873352],[0.7193079590797424],[0.6981809139251709],[0.7205719351768494],[0.7040548324584961],[0.7132876515388489],[0.743037760257721],[0.6968767642974854],[0.7379209399223328],[0.71873539686203],[0.728408694267273],[0.72857266664505],[0.7576515078544617],[0.7142361402511597],[0.7223262786865234],[0.7162992358207703],[0.7464876174926758],[0.6999214887619019],[0.7916762232780457],[0.6786463856697083],[0.7152572870254517],[0.724666953086853],[0.7317403554916382],[0.7145267724990845],[0.7486816048622131],[0.6963079571723938],[0.6953546404838562],[0.7209728956222534],[0.6872109174728394],[0.7067778706550598],[0.6999132037162781],[0.6882137060165405],[0.6989197731018066],[0.6946026682853699],[0.705762505531311],[0.6710168123245239],[0.7247503399848938],[0.6728881597518921],[0.6775037050247192],[0.7058808207511902],[0.6734657287597656],[0.7110694646835327],[0.7174039483070374],[0.6665149927139282],[0.692681074142456],[0.6905436515808105],[0.6850045323371887],[0.7028623819351196],[0.6572715044021606],[0.6592632532119751],[0.6753045320510864],[0.7002076506614685],[0.6716006398200989],[0.6621496677398682],[0.7168462872505188],[0.6598170399665833],[0.6794890761375427],[0.698132336139679],[0.6629323959350586],[0.661109983921051],[0.6586806774139404],[0.6730588674545288],[0.7175764441490173],[0.6828244924545288],[0.6970330476760864],[0.66107177734375],[0.6256009936332703],[0.6756556630134583],[0.6844927668571472],[0.6745502948760986],[0.6897748112678528],[0.6618674397468567],[0.6440677642822266],[0.6378151774406433],[0.6434818506240845],[0.6689189076423645],[0.6505272388458252],[0.6166834235191345],[0.6819894313812256],[0.6480696201324463],[0.6496692895889282],[0.6549111008644104],[0.6367426514625549],[0.6957553029060364],[0.6712862849235535],[0.6323189735412598],[0.6676415205001831],[0.6638317108154297],[0.6648246049880981],[0.637854278087616],[0.6329255700111389],[0.6449809670448303],[0.6235471963882446],[0.6410309672355652],[0.6383774280548096],[0.6361241936683655],[0.5936495661735535],[0.662410318851471],[0.6450843811035156],[0.6654307842254639],[0.6394085884094238],[0.640433669090271],[0.6415923237800598],[0.6524376273155212],[0.6477766036987305],[0.6393707990646362],[0.6425225138664246],[0.6525247097015381],[0.6706774234771729],[0.5960198044776917],[0.626232385635376],[0.627119779586792],[0.652337372303009],[0.6326339244842529],[0.6311795711517334],[0.6174396276473999],[0.6083651185035706],[0.6404953002929688],[0.6190270781517029],[0.6035501956939697],[0.6052811741828918],[0.6141588687896729],[0.6033426523208618],[0.6314060688018799],[0.6286622285842896],[0.6151891350746155],[0.6661649346351624],[0.6137882471084595],[0.6317925453186035],[0.6469236016273499],[0.6275510191917419],[0.5919523239135742],[0.6146385073661804],[0.6309834122657776],[0.628505527973175],[0.6328417062759399],[0.634483277797699],[0.6280644536018372],[0.6047573089599609],[0.6072314977645874],[0.5910084247589111],[0.6350268125534058],[0.5937438607215881],[0.5998506546020508],[0.6275710463523865],[0.5966070294380188],[0.6095613837242126],[0.6266434192657471],[0.6221625804901123],[0.6281679272651672],[0.6369324326515198],[0.6056848764419556],[0.6291187405586243],[0.6420537829399109],[0.6205770969390869],[0.6014111042022705],[0.6032865643501282],[0.6121302247047424],[0.6296244859695435],[0.5864971280097961],[0.5883870720863342],[0.6395135521888733],[0.6174204349517822],[0.5930727124214172],[0.6091570854187012],[0.6050847172737122],[0.6006052494049072],[0.5975634455680847],[0.6169882416725159],[0.5805399417877197],[0.5992249250411987],[0.5915623903274536],[0.578356146812439],[0.6109811067581177],[0.6409642100334167],[0.5712254047393799],[0.6314341425895691],[0.6450158357620239],[0.6077628135681152],[0.6360955834388733],[0.5709286332130432],[0.5835291743278503],[0.6155742406845093],[0.5924801230430603],[0.5912368893623352],[0.5691525340080261],[0.6157975792884827],[0.6434576511383057],[0.6225104928016663],[0.5972248911857605],[0.6032658815383911]
[0.7595334317949083],[0.6773091963043919],[0.6425048179096646],[0.6207418872250451],[0.6021515086845115],[0.5911847551663717],[0.5794680328280838],[0.5708734404157709],[0.5658020978724515],[0.5546410652222457],[0.5557561544356523],[0.5403362048996819],[0.543626868614444],[0.5334107230106989],[0.5305926363777231],[0.5291389088939737],[0.5223172908579862],[0.5229301518864102],[0.5138858209053675],[0.5154798080523809],[0.5065940270821253],[0.5092280716807754],[0.503247258287889],[0.5050821122195985],[0.5007575595820392],[0.5025379674302207],[0.4931039153425782],[0.4941508438852098],[0.4918652679081316],[0.4919639936199895],[0.4886817589954094],[0.4827460442428236],[0.48606831663184696],[0.4856158837124153],[0.48224384199689935],[0.48016571005185443],[0.47637615104516345],[0.47535875218885915],[0.4760438082394777],[0.4703889345681226],[0.47466789020432365],[0.467904555576819],[0.46706480008584483],[0.46825499225545814],[0.47148562084745477],[0.46592827913937745],[0.4613491600310361],[0.4621940172380871],[0.46280834409925675],[0.45993692841794753],[0.456710621714592],[0.45313117735915714],[0.4537239372730255],[0.45144733013930144],[0.4500952694151137],[0.4490236860734445],[0.4452253480752309],[0.4439428487309703],[0.44569402822741755],[0.4493671103760048],[0.44891426077595464],[0.44264296028349137],[0.43850478971446],[0.4405761002390473],[0.4348922736114926],[0.4370085299015045],[0.43980474052605806],[0.4310211732431694],[0.43088962027320155],[0.4344425554628725],[0.4297107402925138],[0.43084772483066275],[0.43090181825337587],[0.43145226659598174],[0.4275175388212557],[0.4292556809054481],[0.4218094310274831],[0.4316028384146867],[0.4229563789235221],[0.42127667643405775],[0.4198535625581388],[0.4181361926926507],[0.4198081096013387],[0.4207432479770095],[0.4207465565866894],[0.41662462386820054],[0.4127564998688521],[0.4227318267027537],[0.41569553867534353],[0.41574146460603784],[0.41235050945370283],[0.4117964125341839],[0.41244354954472295],[0.4146584134410929],[0.4114614024206444],[0.40634548057008674],[0.4072249084711075],[0.4069471701427742],[0.4069469736682044],[0.40386372915020696],[0.4074117734476372],[0.40578171058937357],[0.4036959591839049],[0.40861794628478865],[0.4041829727314137],[0.39979690147770774],[0.4045557385241544],[0.4000265129186489],[0.402261421084404],[0.39802840462437383],[0.3967324843009313],[0.3958609369066026],[0.39511528528398937],[0.39179890906369247],[0.39929075980627976],[0.3985413964147921],[0.3951712085141076],[0.3940567098282002],[0.3917135897058028],[0.39024420358516554],[0.38958333487863894],[0.39073599874973297],[0.3859597681849091],[0.38947174284193253],[0.38690397640069324],[0.3877533779100136],[0.38734406177644376],[0.3869975264425631],[0.37965036431948346],[0.3875261732825526],[0.381445758872562],[0.38452103623637446],[0.3870987312661277],[0.38341927693949807],[0.37739779496634446],[0.3813035195624387],[0.3813792798254225],[0.37774322485482253],[0.3769182055084794],[0.3764277106081998],[0.37422571800373217],[0.376214482166149],[0.37667542199293774],[0.3737025674846437],[0.3773497039521182],[0.37344718255378584],[0.3683981266286638],[0.36923644802084676],[0.37337946119131865],[0.3694291937130469],[0.37427477566180406],[0.3642294478637201],[0.3658073218884291],[0.3651012278817318],[0.3665780082896904],[0.3656550767245116],[0.36636453756579646],[0.3683984202367288],[0.3625713112177672],[0.3639896978382711],[0.3646151379302696],[0.36391866869396633],[0.36223223584669606],[0.36721833381387925],[0.35895607537693447],[0.35913837480324284],[0.36241663633673277],[0.3664977834732444],[0.35904864801300895],[0.359096873137686],[0.3585701827649717],[0.35732004984661386],[0.35716890460915035],[0.3576371239291297],[0.35650388454949417],[0.34987309326728183],[0.3482086581212503],[0.3557456411697246],[0.3549000394565088],[0.3539420976131051],[0.3504162094107381],[0.35141024655765957],[0.35017141037517124],[0.3487947561122753],[0.3481686990018244],[0.3509239452304663],[0.3456187375165798],[0.34994267727489825],[0.3503295307358106],[0.34563374270995456],[0.3486720538801617],[0.3449031826522615],[0.345109011012095],[0.34851423237058854],[0.3385305247373051],[0.3410179184542762],[0.34056100994348526],[0.3441313908055977],[0.34094230195990316],[0.3449657432459019]
[0.8471043109893799],[0.6745319962501526],[0.5964193344116211],[0.7339769005775452],[0.45703625679016113],[0.43331632018089294],[0.6885601878166199],[0.40661555528640747],[0.5631387233734131],[0.39221101999282837],[0.6058220863342285],[0.7770602107048035],[0.49815574288368225],[0.5671484470367432],[0.49896034598350525],[0.8321197628974915],[0.3936409056186676],[0.4647940397262573],[0.4013872742652893],[0.43032193183898926],[0.4750109910964966],[0.5084677338600159],[0.6228929758071899],[0.4520704746246338],[0.44301319122314453],[0.4301353096961975],[0.46491479873657227],[0.49503085017204285],[0.5158901214599609],[0.5899307131767273],[0.786950945854187],[0.48158806562423706],[0.4128003418445587],[0.48014622926712036],[0.7637237906455994],[0.5571656823158264],[0.6071234941482544],[0.5841050148010254],[0.48894640803337097],[0.4217878580093384],[0.671807050704956],[0.5850507616996765],[0.3991221785545349],[0.5091577768325806],[0.499850869178772],[0.39198097586631775],[0.6171424984931946],[0.3915758728981018],[0.6744445562362671],[0.5630885362625122],[0.6406144499778748],[0.3556808531284332],[0.6570280194282532],[0.6068247556686401],[0.606285035610199],[0.3728368580341339],[0.40264517068862915],[0.457344114780426],[0.6129947900772095],[0.37727078795433044],[0.38249433040618896],[0.41643577814102173],[0.37088721990585327],[0.7498190999031067],[0.3966209590435028],[0.8335404396057129],[0.7251558303833008],[0.4703192412853241],[0.3445131778717041],[0.9075273871421814],[0.5431780219078064],[0.4033256471157074],[0.5282230377197266],[0.407494455575943],[0.37253832817077637],[0.31695476174354553],[0.5857944488525391],[0.5932597517967224],[0.5263212323188782],[0.7297510504722595],[0.4037184715270996],[0.7544295787811279],[0.4977857172489166],[0.23785753548145294],[0.46321728825569153],[0.2866050899028778],[0.5234575271606445],[0.3704560697078705],[0.36446407437324524],[0.2320300042629242],[0.5089201927185059],[0.36997151374816895],[0.5518968105316162],[0.5242613554000854],[0.6644262671470642],[0.307501882314682],[0.39621198177337646],[0.31841251254081726],[0.5396230220794678],[0.3738816976547241],[0.6258565187454224],[0.30481642484664917],[0.5598499178886414],[0.32532230019569397],[0.2820908725261688],[0.3424796760082245],[0.5618909001350403],[0.7577623128890991],[0.41050806641578674],[0.5426570177078247],[0.43623611330986023],[0.3133965730667114],[0.5221675038337708],[0.4783985912799835],[0.24211065471172333],[0.8175216913223267],[0.42987820506095886],[0.5931056141853333],[0.4680822491645813],[0.3306456506252289],[0.6168614625930786],[1.0580437183380127],[0.37812164425849915],[0.6651309728622437],[0.6987944841384888],[0.6854777932167053],[0.4329374432563782],[0.24612964689731598],[0.3061475157737732],[0.3951602876186371],[0.7461448907852173],[0.3344424068927765],[0.6487338542938232],[0.6383575797080994],[0.42993542551994324],[0.6821104288101196],[1.0412355661392212],[0.8309061527252197],[0.36119067668914795],[0.6825496554374695],[0.36495187878608704],[0.36899706721305847],[0.6567109823226929],[0.37411022186279297],[0.37409237027168274],[0.7871408462524414],[0.35485202074050903],[0.47340041399002075],[0.5966051816940308],[1.069709062576294],[0.3743661046028137],[0.3122594952583313],[0.6044467091560364],[0.8028069138526917],[0.6836169362068176],[0.3944264352321625],[0.40162500739097595],[0.4597354531288147],[0.7230408191680908],[0.30835679173469543],[0.9681844711303711],[0.6430151462554932],[0.4118203818798065],[0.7711617946624756],[0.31216615438461304],[0.3292102813720703],[0.36890989542007446],[0.4374018907546997],[0.22637861967086792],[0.4771988093852997],[0.6614305973052979],[0.4508424699306488],[0.6393537521362305],[0.3764331042766571],[0.7058132290840149],[0.7666874527931213],[1.0107585191726685],[0.5218322277069092],[0.6651553511619568],[0.41864922642707825],[0.8860318064689636],[0.21341630816459656],[0.6191298961639404],[0.46767380833625793],[0.8162340521812439],[0.6088474988937378],[0.8139749765396118],[0.2782658636569977],[0.9018540978431702],[0.7587587833404541],[0.20156778395175934],[0.5487372279167175],[0.25878968834877014],[0.7330278754234314],[0.39989984035491943],[0.9115365147590637],[0.39705345034599304],[0.8144758343696594],[0.6935362815856934],[0.346401184797287]
